"sku","national_inv","lead_time","in_transit_qty","forecast_3_month","forecast_6_month","forecast_9_month","sales_1_month","sales_3_month","sales_6_month","sales_9_month","min_bank","potential_issue","pieces_past_due","perf_6_month_avg","perf_12_month_avg","local_bo_qty","deck_risk","oe_constraint","ppap_risk","stop_auto_buy","rev_stop","went_on_backorder"
74371,2,8,0,0,0,1,0,0,2,3,0,0,0,0.8,0.82,0,0,0,0,1,0,0
74372,9,8,0,0,0,0,0,0,0,0,1,0,0,0.42,0.36,0,0,0,0,1,0,0
74373,280,8,0,0,0,0,3,17,79,144,39,0,0,0.99,0.96,0,0,0,0,1,0,0
74376,8,8,0,5,12,19,1,4,15,20,17,0,0,0.8,0.87,0,0,0,0,1,0,0
74379,27,4,0,0,0,0,0,0,1,1,0,0,0,0.22,0.15,0,1,0,0,1,0,0
74380,15,9,0,0,0,0,0,0,1,1,1,0,0,0.99,0.99,0,0,0,1,1,0,0
74382,9,10,0,0,0,0,0,0,0,0,0,0,0,0.89,0.9,0,0,0,1,1,0,0
74383,6,4,0,0,0,0,1,1,1,2,0,0,0,0.73,0.78,0,0,0,0,1,0,0
74384,0,8,0,2,4,5,1,1,2,3,2,0,0,0.96,0.91,0,0,0,0,1,0,1
74386,0,2,0,12,12,12,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
74387,0,2,0,5,7,7,1,1,1,1,0,0,0,0.53,0.54,0,1,0,0,1,0,1
74388,9,8,0,10,10,18,0,3,9,16,2,0,0,1,1,0,0,0,0,1,0,0
74391,862,8,0,0,0,0,1,2,104,205,76,0,0,0.46,0.35,0,0,0,0,1,0,0
74392,14,4,10,0,0,0,0,0,0,0,1,0,0,0.22,0.11,0,1,0,0,1,0,0
74394,28,8,0,0,0,0,0,0,0,0,0,0,0,0.99,0.99,0,0,0,1,1,0,0
74395,3,4,0,0,0,0,0,0,0,0,0,0,0,0.63,0.72,0,1,0,0,1,0,0
74396,7,8,0,0,0,0,0,0,0,0,1,0,0,0.42,0.36,0,0,0,0,1,0,0
74401,103,8,159,342,666,972,105,389,729,1151,113,0,0,0.85,0.91,0,0,0,0,1,0,0
74402,3,12,0,0,0,0,0,0,0,1,0,0,0,0.78,0.78,0,0,0,0,1,0,0
74405,556,4,0,0,0,0,0,1,2,3,4,0,0,0,0,0,0,0,0,1,0,0
74408,0,8,0,10,10,10,1,1,1,1,0,0,0,1,0.99,0,0,0,0,1,0,0
74409,7,3,0,0,0,0,0,0,0,0,0,0,0,0.99,0.99,0,1,0,0,1,0,0
74410,0,9,0,5,7,7,0,0,0,0,0,0,0,0.68,0.66,0,1,0,0,1,0,0
74411,77,8,0,0,0,0,1,1,5,23,3,0,0,1,0.99,0,1,0,0,1,0,0
74412,3,4,0,0,0,0,2,2,2,2,1,0,0,0.22,0.15,0,1,0,0,1,0,0
74413,15,12,0,0,0,0,0,0,0,0,0,0,0,0.57,0.68,0,0,0,0,1,0,0
74415,3,8,0,0,0,0,0,0,0,0,1,0,0,0.78,0.86,0,0,0,0,1,0,0
74416,9,8,0,0,0,0,0,0,0,0,1,0,0,0.76,0.78,0,0,0,1,1,0,0
74418,2,8,0,0,0,0,0,0,0,0,0,0,0,0.97,0.98,0,0,0,0,1,0,0
74419,26,2,0,0,0,0,2,7,13,17,1,0,0,0.1,0.05,0,1,0,0,1,0,0
74422,284,8,0,0,0,0,0,3,633,634,0,0,0,0.75,0.88,0,0,0,0,1,0,0
74424,993,8,0,0,0,0,0,2,4,5,1,0,0,0.08,0.26,0,0,0,0,1,0,0
74425,1763,2,64,523,1023,1523,223,689,1156,1757,280,0,400,1,0.5,0,0,0,0,1,0,0
74426,25,8,0,0,0,0,3,5,14,21,2,0,0,0.99,0.99,0,0,0,0,1,0,0
74427,47,8,0,0,0,0,0,0,0,1,2,0,0,0.82,0.89,0,0,0,0,1,0,0
74428,2,8,0,0,0,1,0,0,2,2,1,0,0,0.87,0.9,0,0,0,0,1,0,1
74429,13,2,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0
74432,6,2,0,0,0,0,0,0,0,0,0,0,0,1,0.97,0,1,0,0,1,0,0
74433,2,8,0,0,0,1,2,2,3,8,2,0,0,0.72,0.72,0,0,0,0,1,0,1
74437,12,12,0,0,0,0,0,0,0,0,0,0,0,0.78,0.78,0,1,0,1,1,0,0
74438,118,8,24,60,168,276,21,79,193,324,21,0,0,0.96,0.96,0,0,0,0,1,0,0
74440,3,9,0,0,0,10,0,0,6,6,0,0,0,1,1,0,1,0,0,0,0,0
74442,12,4,1,0,0,0,0,3,3,3,1,0,0,0.22,0.14,0,1,0,0,1,0,0
74443,4,12,0,0,0,0,0,0,0,0,0,0,0,0.78,0.78,0,0,0,0,1,0,0
74444,2,8,0,0,0,0,0,0,0,0,0,0,0,0.5,0.4,0,0,0,0,1,0,0
74446,82,12,0,0,0,0,0,0,0,1,0,0,0,0.73,0.76,0,0,0,0,1,0,0
74447,5,9,0,0,0,0,0,0,0,0,2,0,0,0.99,0.99,0,1,0,0,1,0,0
74448,4,2,0,0,0,0,0,2,2,3,0,0,0,0.88,0.63,0,1,0,0,1,0,0
74449,33,2,0,0,0,0,1,5,9,15,2,0,0,1,0.99,0,0,0,0,1,0,0
74450,1668,12,609,76,684,1140,3,414,1250,2462,101,0,0,0.64,0.55,0,0,0,0,1,0,0
74451,0,2,0,20,28,28,0,0,0,0,0,0,0,0.69,0.69,0,1,0,0,1,0,1
74452,0,2,0,5,8,9,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0
74454,4,8,0,90,90,90,1,1,5,7,0,0,0,0.51,0.53,0,1,0,0,1,0,0
74455,117,8,3,107,226,345,51,109,231,395,41,0,21,0.6,0.74,0,0,0,0,1,0,0
74456,4,8,0,24,24,24,2,14,22,30,0,0,0,0,0,0,0,0,0,1,0,0
74457,490,2,0,0,0,0,5,5,7,7,0,0,0,0.95,0.86,0,0,0,0,1,0,0
74458,49,8,0,0,0,0,0,0,0,0,0,0,0,0.64,0.8,0,0,0,0,1,0,0
74459,41,8,0,0,0,0,9,15,34,57,4,0,0,1,0.97,0,0,0,0,1,0,0
74460,1,8,0,1,3,4,0,1,1,1,1,0,0,0.93,0.88,0,0,0,0,1,0,0
74463,0,4,0,0,0,0,0,0,0,0,0,0,0,0.73,0.78,0,0,0,0,1,0,0
74464,3,9,0,3,5,7,0,2,5,5,0,0,0,0.85,0.82,0,1,0,0,1,0,0
74465,12,8,0,0,0,0,0,0,0,0,0,0,0,0.96,0.94,0,0,0,0,1,0,0
74466,0,3,0,7,7,7,0,0,0,0,1,0,0,0.75,0.63,0,1,0,0,1,0,0
74468,223,12,0,0,0,0,9,26,60,83,24,0,0,0.92,0.9,0,1,0,0,0,0,0
74469,1474,10,0,0,0,0,120,480,800,880,339,0,0,0.8,0.77,0,0,0,0,1,0,0
74470,34,2,0,20,70,110,9,30,58,67,0,0,0,0.43,0.23,0,1,0,1,1,0,0
74471,12,12,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0
74474,1008,5,502,2376,5220,7668,759,2427,5286,7331,432,0,0,0.69,0.69,0,0,0,0,1,0,0
74475,9051,2,1300,12000,18000,24000,2559,7652,16724,27949,2511,0,0,0.99,0.99,0,0,0,0,1,0,0
74477,9,2,0,0,0,20,2,7,12,15,0,0,0,1,1,0,0,0,0,1,0,0
74480,0,4,8,0,0,0,0,0,0,0,0,0,0,0.73,0.78,0,1,0,0,1,0,0
74481,15,2,0,23,46,69,6,15,47,76,2,0,0,0.95,0.96,0,0,0,0,1,0,0
74482,7,4,0,0,0,0,0,1,3,3,1,0,0,0.22,0.15,0,1,0,0,1,0,0
74483,5,8,0,24,40,56,9,23,37,47,0,0,0,0.99,0.99,0,0,0,0,1,0,1
74486,-1,12,0,6,8,11,1,4,6,7,2,0,0,0.94,0.89,1,0,0,0,1,0,1
74487,12,8,0,0,0,0,0,0,2,3,0,0,0,0.78,0.74,0,0,0,0,1,0,0
74488,3,2,0,0,0,0,0,0,0,0,0,0,0,0.87,0.9,0,0,0,0,1,0,0
74489,5,2,0,0,0,0,0,0,0,0,0,0,0,0.28,0.13,0,1,0,0,1,0,0
74490,0,9,0,2,2,2,0,0,0,0,0,0,0,0.7,0.66,0,0,0,0,1,0,0
74491,4,9,0,0,0,0,0,0,0,0,0,0,0,0.99,0.98,0,0,0,0,1,0,0
74492,4,8,0,32,32,32,5,18,33,46,3,0,0,0.97,0.98,0,0,0,0,1,0,1
74493,70,12,0,0,0,0,0,0,0,0,0,0,0,0.82,0.79,0,0,0,0,1,0,0
74494,2,2,0,0,0,0,0,2,2,2,0,0,0,1,1,0,0,0,1,1,0,0
74495,6,2,0,0,0,0,1,1,3,5,0,0,0,0.97,0.93,0,0,0,0,1,0,0
74496,0,2,0,0,1,1,1,2,2,2,0,0,0,0.37,0.34,0,0,0,0,1,0,1
74497,118,8,42,154,261,346,54,127,298,404,34,0,0,0.9,0.78,0,0,0,0,1,0,0
74498,5,10,0,0,0,0,0,0,0,0,0,0,0,0.89,0.9,0,0,0,0,1,0,0
74503,27,8,0,24,48,72,2,15,48,64,4,0,0,0.97,0.96,0,0,0,0,1,0,0
74504,7,2,0,0,0,0,0,0,1,1,0,0,0,0.83,0.85,0,0,0,0,1,0,0
74505,0,2,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1
74506,6,8,0,2,5,8,2,5,9,10,5,0,0,0.92,0.91,0,0,0,0,1,0,0
74507,25,2,0,10,40,80,0,12,18,24,0,0,0,0.9,0.93,0,0,0,0,1,0,0
74508,5,9,0,0,0,0,0,0,0,0,0,0,0,0.99,0.98,0,0,0,0,1,0,0
74510,13,2,0,0,0,0,0,0,0,0,0,0,0,0.9,0.93,0,0,0,0,1,0,0
74512,19,8,0,0,0,0,1,4,8,16,0,0,0,0.86,0.88,0,0,0,0,1,0,0
74513,632,8,328,532,892,1252,205,494,1050,1663,601,0,0,0.85,0.83,0,0,0,0,1,0,0
74514,1,6,0,4,6,8,2,4,8,10,0,0,0,0.78,0.78,0,0,0,0,1,0,1
74515,47,9,0,71,71,86,7,25,69,97,11,0,0,0.85,0.82,0,0,0,0,1,0,0
74518,0,2,0,4,7,9,0,0,0,0,0,0,0,0.97,0.97,0,0,0,0,1,0,1
74519,18,8,0,0,0,0,0,0,0,0,0,0,0,0.97,0.97,0,0,0,0,1,0,0
74520,453,8,97,616,1205,1796,297,903,1766,2655,150,0,0,0.85,0.78,0,0,0,0,1,0,0
74522,1,8,0,0,0,0,0,0,0,0,0,0,0,0.94,0.85,0,0,0,0,1,0,0
74524,28,8,0,0,0,0,0,0,0,1,0,0,0,0.93,0.87,0,0,0,0,1,0,0
74526,22,2,0,0,0,0,0,0,1,1,0,0,0,0.93,0.86,0,1,0,0,1,0,0
74527,38,13,12,20,40,60,7,19,48,68,39,0,0,0.9,0.87,0,0,0,0,1,0,0
74528,21,8,0,0,0,0,0,0,1,2,1,0,0,1,0.98,0,0,0,0,1,0,0
74530,56,2,0,0,0,0,0,0,0,0,4,0,0,0.92,0.95,0,0,0,0,1,0,0
74531,26,5,0,0,0,0,1,1,5,12,0,0,0,0.65,0.69,0,0,0,0,1,0,0
74532,6,2,0,24,41,51,0,0,0,0,2,0,0,0.85,0.83,0,1,0,0,1,0,0
74533,54,8,0,0,0,0,2,2,14,22,2,0,0,0.95,0.92,0,0,0,0,1,0,0
74535,22,2,0,0,0,0,0,0,2,2,2,0,0,0.87,0.81,0,0,0,0,1,0,0
74536,1,2,0,156,228,282,7,40,84,140,0,0,0,0,0,0,0,0,0,1,0,1
74537,0,8,0,0,0,0,0,0,0,0,0,0,0,0.99,0.97,0,0,0,0,1,0,0
74539,5,9,0,0,0,0,0,0,0,0,0,0,0,0.7,0.66,0,0,0,0,1,0,0
74540,6,8,0,0,0,0,0,1,1,1,0,0,0,0.78,0.83,0,0,0,0,1,0,0
74541,287,8,0,0,0,0,0,2,8,9,1,0,0,0.91,0.9,0,0,0,0,1,0,0
74542,100,4,0,566,806,1046,131,316,628,945,268,0,0,0.78,0.78,0,0,0,0,1,0,1
74543,1384,12,218,1000,1000,2000,272,885,1930,3014,254,0,0,0.93,0.96,0,0,0,0,1,0,0
74545,6,9,0,0,0,0,0,0,0,0,1,0,0,0.93,0.89,0,0,0,0,1,0,0
74547,14,12,0,0,0,0,2,6,13,18,2,0,0,0.99,0.96,0,0,0,1,1,0,0
74548,14,2,0,64,64,64,31,62,92,126,0,0,0,0.93,0.96,0,0,0,0,1,0,1
74549,2,2,0,2,5,6,0,0,0,0,0,0,0,0.84,0.89,0,1,0,1,1,0,0
74550,4,8,0,0,0,0,0,0,0,0,0,0,0,0.85,0.64,0,0,0,1,1,0,0
74554,3,2,0,4,8,12,3,6,12,18,0,0,0,0.97,0.92,0,0,0,0,1,0,1
74555,4,9,0,0,0,0,0,0,0,0,0,0,0,0.93,0.78,0,0,0,0,1,0,0
74557,0,2,0,168,248,266,0,0,0,0,0,0,0,0.24,0.31,0,1,0,1,1,0,1
74558,0,9,4,0,0,0,0,0,0,0,1,0,0,0.69,0.68,0,0,0,0,1,0,0
74561,7,2,0,0,0,0,0,0,0,0,0,0,0,1,0.28,0,1,0,0,1,0,0
74562,10,8,0,0,0,0,0,0,0,0,1,0,0,0.92,0.96,0,0,0,0,1,0,0
74565,11,2,10,27,50,64,20,71,91,92,14,0,0,0.75,0.74,0,0,0,1,1,0,1
74566,31,4,0,0,0,0,0,0,0,0,0,0,0,0.73,0.78,0,0,0,0,1,0,0
74567,5,2,0,0,0,0,6,7,7,7,0,0,0,0.65,0.67,0,1,0,0,1,0,0
74568,10,2,0,0,0,0,0,0,0,0,0,0,0,0.68,0.64,0,0,0,0,1,0,0
74569,726,8,724,625,1250,1875,310,869,1686,2534,268,0,0,0.95,0.95,0,0,0,0,1,0,0
74570,70,8,10,34,70,82,18,46,97,163,24,0,0,0.69,0.67,0,0,0,0,1,0,0
74572,2,8,0,0,0,0,0,0,0,1,0,0,0,0.95,0.97,0,0,0,0,1,0,0
74573,93,9,16,79,171,217,17,63,135,260,31,0,0,0.81,0.9,0,0,0,0,1,0,0
74574,3,2,0,0,0,0,0,0,0,1,0,0,0,0.42,0.36,0,1,0,0,1,0,0
74575,4,12,0,0,0,0,0,0,0,0,0,0,0,0.73,0.79,0,0,0,0,1,0,0
74576,62,2,74,615,1263,2046,210,548,1008,1291,8,0,0,0.97,0.96,0,0,0,1,1,0,0
74579,2,8,0,0,0,0,0,0,0,0,0,0,0,0.5,0.4,0,0,0,0,1,0,0
74580,390,2,0,0,0,0,3,12,16,16,2,0,0,0.43,0.23,0,0,0,1,1,0,0
74581,80,8,0,128,128,128,0,0,0,0,0,0,0,0.74,0.83,0,0,0,0,1,0,0
74582,15,2,0,0,0,0,0,3,3,3,0,0,0,0.17,0.33,0,1,0,0,1,0,0
74583,18,12,0,80,120,180,7,43,80,125,0,0,0,0.98,0.98,0,0,0,0,1,0,0
74584,616,8,75,800,1200,1600,191,607,1211,1849,125,0,0,0.97,0.98,0,0,0,0,1,0,0
74587,140,8,0,0,0,0,0,0,0,0,0,0,0,0.79,0.78,0,0,0,0,1,0,0
74588,150,8,0,0,0,0,0,0,0,25,0,0,0,0.68,0.75,0,0,0,0,1,0,0
74589,59,8,0,0,0,0,0,4,6,21,2,0,0,0.63,0.68,0,0,0,1,1,0,0
74590,151,12,46,197,299,383,49,146,266,415,68,0,0,0.94,0.89,0,0,0,0,1,0,0
74591,49981,8,0,0,0,0,105,140,144,146,3,0,0,0.9,0.94,0,0,0,0,1,0,0
74592,2,8,0,5,8,12,1,4,8,11,0,0,0,0.8,0.83,0,0,0,0,1,0,0
74593,40,8,0,23,30,37,6,16,34,59,0,0,0,0.86,0.88,0,0,0,0,1,0,0
74595,322,8,0,0,0,0,0,4,16,34,0,0,0,0,0,0,0,0,0,1,0,0
74597,116,9,0,0,0,0,1,4,4,8,0,0,0,0.85,0.82,0,1,0,0,0,0,0
74598,8,8,52,623,1031,1542,137,475,846,1113,94,0,2,0.79,0.66,7,0,0,0,1,0,1
74599,117,4,0,19,39,91,17,46,90,128,15,0,0,0.79,0.66,0,0,0,0,1,0,0
74600,33,14,0,0,0,0,0,1,2,7,2,0,0,0.99,0.99,0,0,0,0,1,0,0
74601,9,8,0,0,0,0,0,0,0,0,0,0,0,0.94,0.97,0,0,0,0,1,0,0
74602,856,8,60,490,1260,1870,194,610,986,1706,136,0,0,0.89,0.93,0,0,0,0,1,0,0
74603,920,8,302,2880,4200,5160,415,1146,2146,4213,519,0,120,0.82,0.81,0,0,0,0,1,0,0
74604,30,8,0,0,0,0,1,5,11,27,2,0,0,0.95,0.87,0,0,0,0,1,0,0
74606,26,8,0,0,0,0,1,1,1,2,1,0,0,0.93,0.97,0,0,0,0,1,0,0
74607,18,8,0,45,69,93,4,12,27,76,0,0,0,0.15,0.34,0,0,0,0,1,0,0
74608,-44,9,20,180,204,216,94,98,120,166,0,0,0,0.85,0.83,44,0,0,0,1,0,1
74609,112,12,24,57,57,57,11,35,77,121,19,0,0,0.94,0.87,0,0,0,1,1,0,0
74610,2,9,0,0,0,0,0,0,0,0,0,0,0,0.69,0.68,0,1,0,0,1,0,0
74611,26,2,40,20,60,100,9,32,63,89,7,0,0,0.98,0.95,0,0,0,0,1,0,0
74612,716,8,0,0,0,0,2,4,6,6,0,0,0,0.99,0.99,0,0,0,1,1,0,0
74613,8,12,0,0,0,0,0,0,0,1,1,0,0,0.1,0.16,0,0,0,0,1,0,0
74615,874,8,0,544,544,544,0,0,0,0,0,0,0,0.99,0.99,0,0,0,0,1,0,0
74616,16,9,39,40,70,90,18,34,70,98,1,0,0,0.86,0.84,0,0,0,0,1,0,0
74617,4,2,1,6,13,22,1,7,10,14,1,0,0,0.93,0.96,0,0,0,0,1,0,0
74618,2,8,0,0,0,0,0,0,1,1,0,0,0,0.9,0.88,0,0,0,1,1,0,0
74619,42,8,0,0,0,0,4,13,25,36,1,0,0,0.98,0.97,0,0,0,0,1,0,0
74620,1220,12,331,1401,2896,4378,487,1623,3667,5685,435,0,0,0.89,0.71,0,0,0,0,1,0,0
74621,0,2,0,5,5,5,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1
74622,5,9,0,0,0,0,0,1,1,1,0,0,0,0.94,0.83,0,1,0,0,1,0,0
74623,4,8,0,15,23,31,6,13,18,33,0,0,0,0.17,0.33,0,0,0,0,1,0,1
74625,28,2,0,0,19,57,4,15,27,43,0,0,0,0.87,0.94,0,0,0,0,1,0,0
74627,19,2,0,32,64,96,30,39,76,108,6,0,0,0.9,0.95,0,0,0,0,1,0,0
74628,0,8,0,19,28,40,5,12,20,30,0,0,0,0.78,0.76,0,0,0,0,1,0,1
74629,0,8,0,0,0,0,0,0,0,0,0,0,0,0.98,0.94,0,0,0,0,1,0,0
74630,1,8,0,14,22,38,3,10,17,27,1,0,0,0.99,0.99,0,0,0,1,1,0,1
74632,15,8,0,0,0,0,0,2,3,7,1,0,0,0.88,0.92,0,0,0,0,1,0,0
74634,25,9,0,0,0,0,0,0,1,1,0,0,0,0.68,0.66,0,0,0,1,1,0,0
74635,444,8,0,0,0,0,2,5,20,40,2,0,0,0.9,0.89,0,0,0,0,1,0,0
74638,93,8,0,0,0,0,0,0,0,0,0,0,0,1,0.99,0,0,0,0,1,0,0
74639,2,12,0,0,0,0,0,0,0,0,0,0,0,0.78,0.78,0,1,0,0,1,0,0
74640,8,8,0,0,0,0,0,0,0,0,0,0,0,1,0.99,0,0,0,0,1,0,0
74641,24,12,0,0,0,0,1,2,4,5,4,0,0,0.92,0.89,0,0,0,1,1,0,0
74642,26,2,0,0,0,0,1,6,9,23,1,0,0,0.99,0.99,0,1,0,0,1,0,0
74643,6,8,0,2,6,10,0,6,8,10,2,0,0,0.9,0.82,0,0,0,0,1,0,0
74644,131,8,0,0,0,0,12,29,52,82,9,0,0,0.84,0.86,0,0,0,0,1,0,0
74645,34,4,0,0,0,0,0,0,1,1,1,0,0,0.57,0.68,0,1,0,0,1,0,0
74646,49,2,0,0,0,0,0,0,1,1,2,0,0,0.77,0.81,0,0,0,0,1,0,0
74648,0,8,0,5,5,5,0,0,2,5,0,0,0,0.17,0.33,0,0,0,0,1,0,1
74649,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
74650,10,2,0,0,5,10,0,2,3,3,0,0,0,0.51,0.53,0,1,0,1,1,0,0
74651,28,8,0,0,0,0,0,0,1,2,0,0,0,0.31,0.11,0,0,0,0,1,0,0
74652,227,12,17,61,125,221,20,99,217,377,65,0,0,0.82,0.89,0,0,0,0,1,0,0
74653,6,8,0,0,0,0,0,0,0,0,1,0,0,0.87,0.92,0,0,0,0,1,0,0
74654,15,2,0,0,0,0,0,0,0,0,0,0,0,0.95,0.97,0,1,0,0,1,0,0
74657,9,2,0,0,0,0,0,1,5,6,0,0,0,0.85,0.77,0,0,0,1,1,0,1
74659,100,4,0,0,0,0,30,50,100,122,0,0,0,0.73,0.78,0,0,0,0,1,0,0
74660,4,4,0,0,0,0,0,0,0,0,1,0,0,0.91,0.9,0,0,0,0,1,0,0
74661,0,2,0,2287,3007,3967,0,1,1,1,121,0,0,0.66,0.4,0,0,0,0,1,0,1
74662,11,8,1,0,10,20,1,5,9,11,3,0,0,0.82,0.89,0,0,0,1,1,0,0
74663,4,8,0,0,0,0,0,0,0,0,0,0,0,0.82,0.84,0,0,0,0,1,0,0
74666,423,8,79,592,1344,2048,217,751,1602,2486,103,0,0,0.99,0.98,0,0,0,1,1,0,0
74667,0,2,0,3,3,3,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1
74669,427,8,0,0,0,0,1,1,1,1,2,0,0,0.99,0.94,0,0,0,0,1,0,0
74670,0,12,0,2,2,2,0,0,0,0,0,0,0,0.94,0.87,0,0,0,1,1,0,0
74671,0,4,0,4,4,4,0,0,0,0,1,0,0,0.68,0.66,0,0,0,1,1,0,0
74672,7,2,0,0,0,0,0,0,3,3,1,0,0,0.66,0.69,0,1,0,0,1,0,0
74673,6,4,0,0,0,0,0,0,0,1,0,0,0,0.73,0.78,0,0,0,0,1,0,0
74674,63,8,0,21,61,91,9,42,82,118,25,0,0,0.96,0.97,0,0,0,0,1,0,0
74676,5,9,4,3,12,18,2,7,20,24,1,0,0,0.94,0.83,0,0,0,0,1,0,0
74679,29,2,0,0,0,0,0,0,0,0,0,0,0,0.95,0.97,0,0,0,0,1,0,0
74681,2,2,0,0,0,0,0,0,0,0,0,0,0,0.8,0.83,0,0,0,0,1,0,0
74683,2,8,0,13,19,28,4,9,20,26,2,0,0,0.99,0.99,0,0,0,0,1,0,1
74684,5,8,7,15,33,48,0,0,0,0,0,0,0,0.88,0.91,0,0,0,0,1,0,0
74685,0,12,0,5,6,6,0,0,0,0,0,0,1,0.96,0.97,0,1,0,0,1,0,0
74686,0,8,0,0,0,0,0,0,25,70,0,0,0,0.4,0.41,0,1,0,0,1,0,0
74688,1,8,6,9,9,18,4,7,10,13,0,0,0,0.99,0.99,0,0,0,0,1,0,0
74689,7,8,0,14,28,42,4,21,48,66,5,0,0,0.86,0.77,0,0,0,0,1,0,1
74691,41,9,0,0,0,0,0,0,2,2,0,0,0,0.85,0.82,0,0,0,0,1,0,0
74692,7,9,0,0,0,2,0,0,3,8,1,0,0,0.87,0.82,0,0,0,0,1,0,0
74695,236,5,10,52,208,338,80,210,434,582,55,0,0,0.73,0.68,0,0,0,0,1,0,0
74696,2,9,0,8,8,12,2,9,16,22,0,0,0,0.99,0.98,0,0,0,0,1,0,1
74697,27,2,0,0,0,0,0,5,7,7,0,0,0,1,0.96,0,1,0,0,1,0,0
74698,27,2,0,501,923,1399,89,224,262,310,44,0,23,0.69,0.69,2,0,0,0,1,0,1
74700,942,8,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
74701,-1,8,0,170,317,528,40,187,384,519,39,0,48,0.09,0.17,1,0,0,0,1,0,1
74703,0,8,0,0,0,0,0,0,0,0,1,0,0,0.97,0.98,0,0,0,0,1,0,0
74705,4,4,2,1,2,3,0,3,11,14,3,0,0,0.77,0.8,0,0,0,0,1,0,0
74709,556,8,3,0,0,500,59,181,334,512,76,0,0,1,0.87,0,0,0,0,1,0,0
74710,0,4,0,0,0,0,0,0,0,0,0,0,0,0.73,0.78,0,0,0,0,1,0,0
74714,3,8,0,0,0,0,0,0,0,2,0,0,0,1,0.99,0,0,0,1,1,0,0
74716,0,2,0,5,8,8,0,0,0,0,0,0,0,0.37,0.34,0,1,0,0,1,0,1
74717,2,8,0,35,50,69,8,21,59,97,18,0,1,0.75,0.86,1,1,0,1,1,0,1
74719,23,8,1,116,200,288,14,67,150,221,23,0,0,0.91,0.93,0,0,0,1,1,0,1
74720,20,12,0,0,0,0,0,0,0,0,1,0,0,0.48,0.48,0,1,0,0,1,0,0
74721,8,8,0,9,21,33,4,17,31,47,0,0,0,0.97,0.92,0,0,0,0,1,0,1
74722,6,8,0,0,0,0,3,4,4,4,0,0,0,0.78,0.74,0,1,0,0,1,0,0
74723,3001,3,0,0,0,0,2,6,10,15,1,0,0,0.52,0.41,0,0,0,0,1,0,0
74724,1,9,0,4,4,4,0,0,0,0,0,0,0,0.68,0.66,0,1,0,0,1,0,0
74725,2,2,0,3,8,16,2,16,21,26,0,0,0,0.78,0.86,0,0,0,0,1,0,1
74726,118,8,25,28,84,140,14,54,149,234,33,0,0,0.97,0.97,0,0,0,0,1,0,0
74729,17,4,0,0,0,0,0,0,0,0,0,0,0,0.73,0.78,0,0,0,0,1,0,0
74730,82,8,70,264,468,701,78,297,516,787,51,0,0,0.65,0.71,5,0,0,0,1,0,0
74732,11,9,0,0,0,0,0,0,0,0,0,0,0,0.91,0.77,0,0,0,0,1,0,0
74736,0,8,0,6,6,6,0,2,2,4,1,0,0,0.31,0.33,0,0,0,0,1,0,1
74737,201,8,0,0,0,0,6,13,22,42,3,0,0,0.5,0.53,0,0,0,0,1,0,0
74738,3,8,0,0,0,0,0,0,0,1,0,0,0,0.92,0.91,0,0,0,0,1,0,0
74740,121,2,0,0,80,80,15,35,74,108,19,0,0,0.94,0.96,0,0,0,0,1,0,0
74741,9,2,0,18,54,90,10,39,64,88,0,0,0,0.73,0.77,0,0,0,0,1,0,0
74743,4,8,0,1,4,6,0,3,3,7,2,0,0,0.5,0.46,0,0,0,0,1,0,0
74744,0,8,4,0,0,0,0,1,2,2,2,0,0,0.78,0.75,0,0,0,0,1,0,0
74745,50,8,0,0,0,0,11,18,23,41,0,0,0,0.1,0.34,0,0,0,0,1,0,0
74746,24,2,0,0,0,0,0,0,0,0,1,0,0,0.79,0.71,0,1,0,0,1,0,1
74748,173,2,101,400,400,400,24,66,165,233,32,0,0,0.78,0.63,0,0,0,0,1,0,0
74750,33,8,0,0,18,18,5,13,25,44,0,0,0,0.78,0.75,0,0,0,0,1,0,0
74752,2,12,0,0,0,0,0,0,0,0,0,0,0,0.73,0.79,0,0,0,0,1,0,0
74753,0,2,1,6,6,6,3,6,6,6,0,0,1,0.93,0.93,0,1,0,0,1,0,1
74754,1,2,0,0,0,0,1,1,1,1,0,0,0,0.8,0.82,0,0,0,0,1,0,0
74761,19,12,0,0,0,0,0,0,0,0,0,0,0,0.73,0.79,0,0,0,0,1,0,0
74762,4,8,0,0,0,0,0,1,3,3,1,0,0,0.98,0.97,0,0,0,0,1,0,0
74767,4,8,0,32,50,74,13,31,52,82,0,0,0,0.95,0.79,0,0,0,0,1,0,1
74768,10,8,0,0,0,0,0,1,2,4,1,0,0,1,0.94,0,1,0,0,1,0,0
74772,10,8,0,0,0,0,0,1,1,1,1,0,0,0.67,0.46,0,0,0,1,1,0,0
